card_id,note_id,deck_id,deck_name,front,back,tags,acronym,examples,port,protocol,type,queue,due,interval,factor,reps,lapses,created_at
"1729017946321","Lp:Z^6x$9]_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-047: Which component manages multiple virtual machines on the same hardware?
A: Hypervisor
B: Container registry
C: Domain registrar
D: Jump server",">> CORRECT: A | Hypervisor

Der Hypervisor stellt die Virtualisierungsschicht bereit und verwaltet VMs auf gemeinsamer Hardware.

 

 Merkhilfe: Hyper = über. Hypervisor sitzt über den VMs (Typ 1: bare metal, Typ 2: auf OS).","Vulnerabilities Architecture Models","","","","","0","0","391","1","2500","0","0","1777740526670"
"1729018546549","tv=Y>m;cwC_1","sy0-701-objective-4-3","4.3 Vulnerability Management","M2-048: Which system uses a 0-10 score to rate vulnerability severity?
A: Common Vulnerabilities and Exposures (CVE)
B: Security Content Automation Protocol (SCAP)
C: Domain Name System (DNS)
D: Common Vulnerability Scoring System (CVSS)",">> CORRECT: D | Common Vulnerability Scoring System (CVSS)

CVSS bewertet Schweregrade von Schwachstellen numerisch. CVE identifiziert Schwachstellen, CVSS bewertet ihre Kritikalitaet.

 

 Merkhilfe: CVSS = 0–10 Schwere. 10 = kritisch. Standard für Schwachstellenbewertung in der ganzen Branche.","Vulnerabilities Vulnerability Management","","","","","0","0","393","1","2500","0","0","1777740526670"
"1729018727159","EUn]/TNTVs_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-049: Which attack type is especially relevant to public cloud services because they are internet-accessible?
A: War dialing
B: DoS/DDoS
C: RF jamming
D: RFID cloning",">> CORRECT: B | DoS/DDoS

Cloud-Dienste sind öffentlich erreichbar und daher häufig Ziele von DoS oder DDoS, die Verfuegbarkeit angreifen.

 

 Merkhilfe: Cloud = öffentlich erreichbar = DDoS-Ziel. Elastische Cloud-Kosten können durch DDoS explodieren.","Vulnerabilities","","","","","0","0","396","1","2500","0","0","1777740526670"
"1729018813146","n|n9k7IwXD_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-050: Which attack navigates outside intended folders or paths to access files?
A: Pass the hash
B: Directory traversal
C: SQL injection
D: Cross-site request forgery",">> CORRECT: B | Directory traversal

Directory Traversal nutzt Pfadangaben, um ausserhalb des vorgesehenen Verzeichnisses zu lesen oder zu schreiben.

 

 Merkhilfe: ../../../etc/passwd = Directory Traversal. Hoch navigieren um auf unerlaubte Dateien zuzugreifen.","Vulnerabilities","","","","","0","0","397","1","2500","0","0","1777740526670"
"1729019182230","D?BinDm4Co_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-051: Which memory vulnerability writes outside the intended memory boundary?
A: Hash collision
B: DNS poisoning
C: Session hijacking
D: Out-of-bounds write",">> CORRECT: D | Out-of-bounds write

Out-of-Bounds Write schreibt ausserhalb erlaubter Speicherbereiche. Das kann Absturz, Datenkorruption oder Codeausfuehrung ermöglichen.

 

 Merkhilfe: Out-of-bounds = außerhalb der Grenzen. Über Array-Ende hinaus schreiben → Speicherkorruption.","Vulnerabilities","","","","","0","0","402","1","2500","0","0","1777740526670"
"1729019659956","l*}5h/<`na_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-052: Which vulnerability exists when compromised products or services enter an organization through trusted suppliers?
A: Directory traversal
B: Password spraying
C: Birthday attack
D: Supply chain vulnerability",">> CORRECT: D | Supply chain vulnerability

Supply-Chain-Schwachstellen liegen in Lieferanten, Komponenten oder Diensten, denen eine Organisation vertraut.

 

 Merkhilfe: Supply Chain = Lieferkette. Kompromittiertes Produkt vor Ankunft beim Kunden = Supply Chain Vulnerability.","Vulnerabilities Identity and Access Management","","","","","0","0","405","1","2500","0","0","1777740526670"
"1729019769922","eom;3~:!TY_2","sy0-701-objective-5-3","5.3 Third-party Risk","M2-053: Which ongoing review should be part of agreements with third-party service providers?
A: Security audits
B: Birthday attacks
C: Deauthentication frames
D: Hash collisions",">> CORRECT: A | Security audits

Security Audits bei Dritten pruefen, ob vereinbarte Kontrollen und Sicherheitsanforderungen eingehalten werden.

 

 Merkhilfe: Audits in Drittanbieter-Verträge einbauen. Drittanbieter müssen regelmäßig geprüft werden.","Vulnerabilities","","","","","0","0","407","1","2500","0","0","1777740526670"
"1729019963492","tw}ZO5FjKz_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-054: Which security model treats new supply-chain hardware as untrusted until verified?
A: Open access
B: Single sign-on
C: Zero Trust
D: Implicit trust",">> CORRECT: C | Zero Trust

Zero Trust bedeutet: nicht automatisch vertrauen, sondern pruefen. Das passt besonders bei unbekannter Lieferkettenintegritaet.

 

 Merkhilfe: Zero Trust = nichts vertrauen, alles prüfen. Neue Hardware aus der Supply Chain = unvertrauenswürdig bis Prüfung.","Vulnerabilities","","","","","0","0","409","1","2500","0","0","1777740526670"
"1729020064785","Hg{a7j+8hA_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-055: Which software property helps validate that code came from a trusted publisher and was not altered?
A: Management frame
B: Digital signature
C: Open port
D: Host file",">> CORRECT: B | Digital signature

Digitale Signaturen bestaetigen Herausgeber und Integritaet. Veraenderte Software wuerde die Signaturpruefung nicht bestehen.

 

 Merkhilfe: Code-Signierung = Publisher-Nachweis. Signierter Code kommt wirklich vom angegebenen Hersteller.","Vulnerabilities","","","","","0","0","410","1","2500","0","0","1777740526670"
"1729020157178","z!O.K2A~q]_3","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-056: Which term describes the process from raw materials through delivery of a product or service?
A: Threat vector
B: Control plane
C: Supply chain
D: Attack surface",">> CORRECT: C | Supply chain

Die Supply Chain umfasst Herstellung, Komponenten, Dienstleister, Transport und Bereitstellung bis zum Endnutzer.

 

 Merkhilfe: Supply Chain = Lieferkette von Rohstoffen bis Auslieferung. Jeder Schritt ist ein möglicher Angriffspunkt.","Vulnerabilities Architecture Models","","","","","0","0","411","1","2500","0","0","1777740526670"
"1729093945243","FySsH~*9kH_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-057: What is the Linux administrator account called?
A: Guest
B: Service
C: root
D: Administrator",">> CORRECT: C | root

root ist der klassische Superuser unter Linux/Unix. Windows verwendet dagegen typischerweise Administrator.

 

 Merkhilfe: root = Gott in Linux. Höchste Privilegien, kein Limit. Äquivalent zu Administrator in Windows.","Vulnerabilities","","","","","0","0","414","1","2500","0","0","1777740526670"
"1729094001244","Dt=&nmPxIk_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-058: What generic term describes highly privileged administrator-level accounts across systems?
A: Service consumer
B: Superuser
C: Guest user
D: Standard user",">> CORRECT: B | Superuser

Superuser bezeichnet Konten mit sehr hohen Rechten, etwa root oder Administrator. Solche Konten müssen besonders begrenzt werden.

 

 Merkhilfe: Superuser = Super-Nutzer. Linux: root, Windows: Administrator. Alle Rechte, keine Beschränkungen.","Vulnerabilities","","","","","0","0","416","1","2500","0","0","1777740526670"
"1729094357667","kbJ(&j_D[x_1","sy0-701-objective-4-5","4.5 Enterprise Security","M2-059: Which protocol provides encrypted remote administration and is a secure alternative to Telnet?
A: Telnet
B: SMTP
C: SSH
D: FTP",">> CORRECT: C | SSH

SSH verschlüsselt Remote-Shell-Kommunikation. Telnet übertraegt dagegen unverschlüsselt und gilt als unsicher.

 

 Merkhilfe: SSH = Secure Shell. Telnet war unverschlüsselt → SSH als sicherer Ersatz. Port 22.","Vulnerabilities","","","","","0","0","421","1","2500","0","0","1777740526670"
"1729094464415","sUdl^#GvbG_2","sy0-701-objective-4-4","4.4 Security Monitoring","M2-060: Which technique collects network traffic for analysis and can reveal insecure transmissions?
A: Packet capture
B: RFID cloning
C: Rooting
D: Birthday attack",">> CORRECT: A | Packet capture

Packet Capture oder Sniffing zeichnet Netzwerkpakete auf. Damit lassen sich Klartextprotokolle und verdachtige Kommunikation erkennen.

 

 Merkhilfe: Packet Capture = Netzwerkverkehr mitschneiden. Wireshark = bekanntestes Tool. Kann Klartext sehen.","Vulnerabilities Architecture Models","","","","","0","0","422","1","2500","0","0","1777740526670"
"1729094720670","cP-e&Z-aBh_1","sy0-701-objective-4-5","4.5 Enterprise Security","M2-061: Which security control commonly filters traffic to protect open ports?
A: Logic bomb
B: Hypervisor
C: Firewall
D: Keylogger",">> CORRECT: C | Firewall

Firewalls erlauben oder blockieren Verkehr anhand von Regeln. Sie sind zentrale Kontrollen zum Schutz von Ports und Services.

 

 Merkhilfe: Firewall = Brandmauer. Filtert Traffic nach Regeln. Schützt offene Ports vor unerlaubtem Zugriff.","Vulnerabilities","","","","","0","0","427","1","2500","0","0","1777740526670"
"1729095666668","xAdrc1+5UQ_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-062: What is modifying Android to bypass default OS restrictions commonly called?
A: Typosquatting
B: Rooting
C: Sideloading
D: Smishing",">> CORRECT: B | Rooting

Rooting hebt Android-Beschraenkungen auf. Bei iOS heisst ein vergleichbarer Eingriff Jailbreaking.

 

 Merkhilfe: Root = Admin in Linux. Android rooten = Linux-Root-Rechte bekommen. Herstellergarantie erlischt.","Vulnerabilities","","","","","0","0","432","1","2500","0","0","1777740526670"
"1729095773945","G3;$6zp>*8_1","sy0-701-objective-4-1","4.1 Security Techniques","M2-063: What does MDM stand for in mobile security?
A: Mobile Device Management
B: Managed Domain Mapping
C: Memory Dump Monitor
D: Mobile Data Masking",">> CORRECT: A | Mobile Device Management

MDM steht für Mobile Device Management. Es erzwingt Richtlinien, Konfigurationen und Sicherheitsvorgaben auf Mobilgeraeten.

 

 Merkhilfe: MDM = Mobile Device Management. Unternehmens-Tool zur zentralen Verwaltung von Smartphones.","Vulnerabilities Security Techniques","","","","","0","0","433","1","2500","0","0","1777740526670"
"1729096077718","EW.^lF1Zbq_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-064: What is installing mobile apps from outside approved app stores called?
A: Sideloading
B: Rooting
C: Smishing
D: Vishing",">> CORRECT: A | Sideloading

Sideloading installiert Apps ausserhalb genehmigter Quellen. Das kann Sicherheitskontrollen von App-Stores umgehen.

 

 Merkhilfe: Sideloading = von der Seite laden. Nicht aus offiziellem App Store → kein Store-Security-Review.","Vulnerabilities Threat Vectors and Attack Surfaces","","","","","0","0","436","1","2500","0","0","1777740526670"
"1729096456640","lLg7ZYw9LD_1","sy0-701-objective-2-3","2.3 Types of Vulnerabilities","M2-065: Which attack exploits a new vulnerability before a patch is available?
A: Password spraying
B: Zero-day attack
C: Replay attack
D: Watering hole attack",">> CORRECT: B | Zero-day attack

Zero-day bedeutet, dass es noch keinen Patch oder keine bekannte Abwehr gibt. Angreifer nutzen das Zeitfenster vor der Behebung.

 

 Merkhilfe: Zero Day = null Tage Vorwarnung. Lücke bekannt, noch kein Patch → Angriff am 'Tag null'.","Vulnerabilities","","","","","0","0","441","1","2500","0","0","1777740526670"
"1729096807696","vNi(^6dwF{_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-066: Which broad term describes software that performs malicious actions?
A: Bloatware
B: Middleware
C: Malware
D: Firmware",">> CORRECT: C | Malware

Malware ist der Oberbegriff für bösartige Software wie Viren, Wuermer, Ransomware, Spyware oder Trojaner.

 

 Merkhilfe: Malware = Malicious Software. Oberbegriff: Virus, Wurm, Trojaner, Ransomware, Spyware.","Malicious Activity Indicators","","","","","0","0","444","1","2500","0","0","1777740526670"
"1729097089990","w5/XJ%HrZ<_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-067: Which malware type is best mitigated by frequent offline backups?
A: Firmware
B: Typosquatting
C: Ransomware
D: Bloatware",">> CORRECT: C | Ransomware

Ransomware verschlüsselt oder sperrt Daten. Offline-Backups bleiben für Malware schwerer erreichbar und ermöglichen Wiederherstellung.

 

 Merkhilfe: Ransomware = Lösegeld-Erpressung. Offline-Backup ≠ verbunden mit Netz → Ransomware kann es nicht verschlüsseln.","Malicious Activity Indicators Resilience and Recovery","","","","","0","0","448","1","2500","0","0","1777740526670"
"1729097293203","HZM=}]UnOd_3","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-068: Which malware records keystrokes and sends them to an attacker?
A: Logic bomb
B: Worm
C: Keylogger
D: Rootkit",">> CORRECT: C | Keylogger

Keylogger erfassen Tastatureingaben, etwa Passwoerter oder Kreditkartendaten. Der Hinweis ist das Mitschneiden von Keystrokes.

 

 Merkhilfe: Key = Taste, Logger = Aufzeichner. Keylogger = Tastatureingaben aufzeichnen → Passwörter stehlen.","Malicious Activity Indicators","","","","","0","0","452","1","2500","0","0","1777740526670"
"1729097352286","FSW_lap/O7_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-069: Which malware appears useful or legitimate while installing malicious code?
A: Worm
B: Logic bomb
C: Bloatware
D: Trojan horse",">> CORRECT: D | Trojan horse

Ein Trojaner tarnt sich als legitime Software. Im Gegensatz zum Worm repliziert er sich nicht zwingend selbststaendig.

 

 Merkhilfe: Trojaner = trojanisches Pferd. Nützlich aussehen, heimlich Böses tun. Als legitime App getarnt.","Malicious Activity Indicators","","","","","0","0","454","1","2500","0","0","1777740526670"
"1729097429318","cLOkZ}$?cX_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-070: Which attack installs malware simply by visiting a malicious or compromised link or page?
A: Birthday attack
B: Password spraying
C: Drive-by download
D: War dialing",">> CORRECT: C | Drive-by download

Drive-by Downloads versuchen Schadsoftware beim Besuch einer Seite auszuliefern, oft ohne bewusste Installation durch den Nutzer.

 

 Merkhilfe: Drive-by = vorbeifahren. Nur die Seite besuchen reicht → Browser-Exploit installiert Malware automatisch.","Malicious Activity Indicators Identity and Access Management","","","","","0","0","456","1","2500","0","0","1777740526670"
"1729097907113","bbhR,n([)_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-071: Which virus type runs primarily in memory to avoid file-based detection?
A: Fileless virus
B: Boot sector virus
C: Program virus
D: Macro virus",">> CORRECT: A | Fileless virus

Fileless Malware arbeitet stark im Speicher und hinterlaesst weniger klassische Dateien. Das erschwert signaturbasierte Erkennung.

 

 Merkhilfe: Fileless = ohne Datei. Läuft nur im RAM → keine Datei auf Disk → schwerer zu erkennen.","Malicious Activity Indicators","","","","","0","0","464","1","2500","0","0","1777740526670"
"1729098014967","f@i76aDB+y_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-072: Which malware self-replicates between systems without user intervention?
A: Logic bomb
B: Worm
C: Trojan horse
D: Keylogger",">> CORRECT: B | Worm

Wuermer verbreiten sich selbststaendig über Netzwerke. Viren benoetigen häufig Nutzeraktion oder infizierte Dateien.

 

 Merkhilfe: Worm = Wurm. Verbreitet sich selbst durchs Netz. Kein User-Klick nötig (anders als ein Virus).","Malicious Activity Indicators","","","","","0","0","466","1","2500","0","0","1777740526670"
"1729098302259","IY_9BNoh!&_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-073: Which virus type runs as an application or as part of an application?
A: Boot sector virus
B: Fileless virus
C: Rootkit
D: Program virus",">> CORRECT: D | Program virus

Program Viruses infizieren ausfuehrbare Programme oder laufen als Anwendungsteil. Boot-Sector-Viren setzen frueher im Startprozess an.

 

 Merkhilfe: Program Virus = in einer .exe. Läuft als Programm oder als Teil eines Programms.","Malicious Activity Indicators","","","","","0","0","471","1","2500","0","0","1777740526670"
"1729098545424","OCsIZWC%;|_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-074: Which malware monitors activity on a system?
A: Spyware
B: Ransomware
C: Firmware
D: Bloatware",">> CORRECT: A | Spyware

Spyware beobachtet Nutzer- oder Systemaktivitaeten und kann Daten abgreifen. Der Hinweis ist Überwachung.

 

 Merkhilfe: Spy = Spion. Spyware = beobachtet was du tust. Keylogger ist eine bekannte Unterkategorie.","Malicious Activity Indicators","","","","","0","0","473","1","2500","0","0","1777740526670"
"1729098771491","n:aAh(P|#N_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-075: Which preinstalled manufacturer or partner software may be unwanted but is not necessarily malware?
A: Rootkit
B: Ransomware
C: Worm
D: Bloatware",">> CORRECT: D | Bloatware

Bloatware ist unerwuenschte oder überfluessige Vorinstallation. Sie ist nicht automatisch Malware, kann aber Ressourcen und Risiken erhoehen.

 

 Merkhilfe: Bloat = aufgebläht. Preinstallierter 'Datenmüll' vom Hersteller. Nicht bösartig aber lästig.","Malicious Activity Indicators Security Techniques","","","","","0","0","478","1","2500","0","0","1777740526670"
"1729099376881","krS#Pa`q`,_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-076: Which malware provides remote access and may capture keystrokes, screenshots, or other data?
A: Worm
B: Boot sector virus
C: Remote Access Trojan (RAT)
D: Logic bomb",">> CORRECT: C | Remote Access Trojan (RAT)

Ein RAT gibt Angreifern Fernzugriff und Datensammelfunktionen. Er tarnt sich typischerweise als Trojaner.

 

 Merkhilfe: RAT = Ratte. Remote Access Trojan = Fernzugriff für Angreifer. Tarnt sich als legitime Anwendung.","Malicious Activity Indicators","","","","","0","0","484","1","2500","0","0","1777740526670"
"1729099431734","IN[,~!Hqp:_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-077: Which malware waits for a specific condition before executing?
A: Bloatware
B: Logic bomb
C: Keylogger
D: Worm",">> CORRECT: B | Logic bomb

Logic Bombs werden durch Bedingung, Aktion oder Zeitpunkt ausgelöst. Bis dahin können sie unauffaellig bleiben.

 

 Merkhilfe: Logic Bomb = tickende Zeitbombe. Wartet auf Trigger (Datum, Aktion) bevor sie 'explodiert'.","Malicious Activity Indicators","","","","","0","0","486","1","2500","0","0","1777740526670"
"1729099804993","wX!?`37FOV_1","sy0-701-objective-2-5","2.5 Mitigation Techniques","M2-078: Which feature verifies operating system component signatures before loading to help detect rootkits?
A: DNSSEC zone transfer
B: Password spraying
C: UEFI Secure Boot
D: Packet capture",">> CORRECT: C | UEFI Secure Boot

UEFI Secure Boot prüft Signaturen im Bootprozess. Dadurch können manipulierte Boot- oder OS-Komponenten auffallen.

 

 Merkhilfe: Secure Boot = sicheres Booten. UEFI prüft Signatur des Betriebssystems vor dem Start.","Malicious Activity Indicators","","","","","0","0","492","1","2500","0","0","1777740526670"
"1729103336431","JwMv6,(t8N_3","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-079: Which physical attack copies the radio signature of an access card?
A: War dialing
B: RFID cloning
C: RF jamming
D: Vishing",">> CORRECT: B | RFID cloning

RFID Cloning kopiert die Kennung eines RFID-Ausweises oder Tokens. MFA und Kartenkontrollen reduzieren dieses Risiko.

 

 Merkhilfe: RFID Cloning = Ausweis kopieren. Nähe zum Ausweis + Lesegerät → Kopie in Sekunden.","Malicious Activity Indicators","","","","","0","0","498","1","2500","0","0","1777740526670"
"1729103461406","sE=5%9:Wu@_2","sy0-701-objective-4-6","4.6 Identity and Access Management","M2-080: Which control requires more than one authentication factor?
A: Multi-factor authentication
B: Single sign-on
C: Password spraying
D: Default credentials",">> CORRECT: A | Multi-factor authentication

MFA kombiniert mindestens zwei Faktoren, etwa Wissen, Besitz oder Biometrie. Dadurch reicht ein einzelnes gestohlenes Passwort nicht aus.

Merkhilfe: MFA = mehr als ein Faktor. Etwas was du weisst + hast + bist = mindestens 2 von 3 Faktoren.

CURRENCY-HINWEIS (NIST SP 800-63B-4, Juli 2025): SMS-OTP und Voice-OTP sind seit 2025 NICHT mehr AAL2-konform (eingestuft als ""restricted authenticator""). Bevorzugt: TOTP-App (Authenticator), FIDO2/WebAuthn-Passkey, Hardware-Token (YubiKey). SY0-701-PDF (Obj 4.6) listet SMS noch unveraendert — in Praxis-Szenarien aber veraltete Empfehlung.","Malicious Activity Indicators","","","","","0","0","500","1","2500","0","0","1777740526670"
"1729103670834","mfR6sw!u+E_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-081: Which attack disrupts supporting conditions such as power, HVAC, or fire suppression?
A: DLL injection
B: Environmental attack
C: Birthday attack
D: Pass-the-hash attack",">> CORRECT: B | Environmental attack

Environmental Attacks zielen auf Umgebung und Infrastruktur. Beispiele sind Strom, Kuehlung oder Brandschutz.

 

 Merkhilfe: Environment = Umgebung. Strom weg, Überhitzung, Feuer → Systeme fallen aus = Environmental Attack.","Malicious Activity Indicators","","","","","0","0","503","1","2500","0","0","1777740526670"
"1729104062053","crd7`imw^+_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-082: Which attack forces a service to fail or become unavailable?
A: Denial of Service (DoS)
B: Cross-site scripting
C: Pretexting
D: RFID cloning",">> CORRECT: A | Denial of Service (DoS)

DoS greift Verfuegbarkeit an. Ziel ist, legitime Nutzung eines Dienstes zu verhindern.

 

 Merkhilfe: DoS = Service überfluten bis er zusammenbricht. Denial = Verweigerung des Dienstes.","Malicious Activity Indicators Threat Vectors and Attack Surfaces","","","","","0","0","508","1","2500","0","0","1777740526670"
"1729104262170","Aq<qKU=vw|_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-083: Which attack uses many distributed devices to overwhelm a target service?
A: Pass the hash
B: DLL injection
C: Distributed Denial of Service (DDoS)
D: Directory traversal",">> CORRECT: C | Distributed Denial of Service (DDoS)

DDoS verteilt den Angriff auf viele Systeme, oft Botnets. Dadurch wird die Abwehr schwieriger als bei einem einzelnen Ursprung.

 

 Merkhilfe: DDoS = Distributed DoS. Viele Geräte (Botnet) greifen gleichzeitig an → schwerer zu blockieren.","Malicious Activity Indicators","","","","","0","0","511","1","2500","0","0","1777740526670"
"1729104422352","se!.>v1|jq_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-084: Which technique turns a small request into a much larger response during DoS attacks?
A: Segmentation
B: Tokenization
C: Amplification
D: Sanitization",">> CORRECT: C | Amplification

Amplification nutzt Dienste, die auf kleine Anfragen große Antworten senden. So vervielfacht der Angreifer die Last.

 

 Merkhilfe: Amplification = Verstärkung. 100 Byte senden → 1000 Byte beim Opfer. DNS-Amplification ist klassisch.","Malicious Activity Indicators Architecture Models","","","","","0","0","513","1","2500","0","0","1777740526670"
"1729104741764","g-yd<`a<x`_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-085: What is a collection of infected devices controlled by an attacker called?
A: VLAN
B: ACL
C: SIEM
D: Botnet",">> CORRECT: D | Botnet

Ein Botnet besteht aus kompromittierten Systemen unter zentraler oder koordinierter Kontrolle. Es wird häufig für DDoS oder Spam genutzt.

 

 Merkhilfe: Bot = Roboter + Net = Netzwerk. Botnet = Armee infizierter Geräte unter Angreifer-Kontrolle.","Malicious Activity Indicators Architecture Models","","","","","0","0","517","1","2500","0","0","1777740526670"
"1729104839747","EOf]&U*W~c_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-086: Which infrastructure is used to manage compromised systems in a botnet?
A: Data Execution Prevention
B: Protected Management Frames
C: Command and Control
D: Common Vulnerability Scoring System",">> CORRECT: C | Command and Control

Command and Control (C2/C&C) steuert kompromittierte Systeme. Bots erhalten ueber den C2-Kanal Befehle.

Merkhilfe: C2 = Kommandozentrale des Botnets.

WARNUNG OUT-OF-PDF: ""Command and Control"" / ""C2"" stehen NICHT in SY0-701 Obj 2.4 (PDF S. 7). Industrie-Standard-Begriff, im Examen eher als Distraktor denn als korrekte Antwort.","Malicious Activity Indicators","","","","","0","0","518","1","2500","0","0","1777740526670"
"1729105178993","dhN,QSy@M%_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-087: Which local file can cache mappings between hostnames and IP addresses?
A: Cookie jar
B: ARP table
C: Host file
D: Shadow file",">> CORRECT: C | Host file

Host Files können Namensaufloesung lokal beeinflussen. Manipulation kann Traffic auf falsche IP-Adressen lenken.

 

 Merkhilfe: Hosts-Datei = lokales DNS. /etc/hosts (Linux) oder C:\Windows\System32\drivers\etc\hosts (Windows).","Malicious Activity Indicators","","","","","0","0","522","1","2500","0","0","1777740526670"
"1729106271934","L@>I9TwZC]_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-088: Which wireless DoS attack forcibly disconnects legitimate wireless clients?
A: Deauthentication attack
B: RFID cloning
C: Smishing
D: SQL injection",">> CORRECT: A | Deauthentication attack

Deauthentication Attacks senden Management Frames, um Clients vom WLAN zu trennen. Sie zielen auf Verfuegbarkeit.

 

 Merkhilfe: Deauth = Verbindung trennen. Sendet gefälschte Deauth-Frames → Client trennt sich → WLAN-DoS.","Malicious Activity Indicators Threat Vectors and Attack Surfaces","","","","","0","0","529","1","2500","0","0","1777740526670"
"1729106340713","f#`tAiJqYU_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-089: What do wireless clients and access points exchange to coordinate Wi-Fi connections?
A: Management frames
B: Hash collisions
C: Access control lists
D: Session cookies",">> CORRECT: A | Management frames

Management Frames steuern WLAN-Verbindungen, etwa Association und Deauthentication. Schutz dieser Frames verhindert bestimmte WLAN-Angriffe.

 

 Merkhilfe: Management Frames = WLAN-Verwaltungsnachrichten. Probe, Auth, Assoc = koordinieren WLAN-Verbindung.","Malicious Activity Indicators Security Techniques","","","","","0","0","530","1","2500","0","0","1777740526670"
"1729106591299","g-6b)?Ju)s_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-090: Which wireless DoS attack blocks communication by interfering with radio frequencies?
A: ARP poisoning
B: SQL injection
C: Typosquatting
D: RF jamming",">> CORRECT: D | RF jamming

RF Jamming stoert Funkkommunikation durch Interferenz oder Überlastung des Mediums. Der Angriff setzt physische Funknaehe voraus.

 

 Merkhilfe: RF Jamming = Funk stören. Störsender überlagert WLAN/GPS/Mobilfunk → Kommunikation unmöglich.","Malicious Activity Indicators","","","","","0","0","533","1","2500","0","0","1777740526670"
"1729106782316","F]}=Pi{^JR_2","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-091: Which jamming approach transmits interference only when legitimate wireless traffic appears?
A: Passive scanning
B: War dialing
C: DNS poisoning
D: Reactive jamming",">> CORRECT: D | Reactive jamming

Reactive Jamming bleibt ruhiger und stoert gezielt bei erkannter legitimer Kommunikation. Das kann Erkennung erschweren.

 

 Merkhilfe: Reaktiv = nur wenn jemand sendet. Effizienter als konstantes Jammen, schwerer zu erkennen.","Malicious Activity Indicators","","","","","0","0","536","1","2500","0","0","1777740526670"
"1729107353631","dY1Si]bg@n_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-092: Which attack places the attacker between communicating parties to observe or alter traffic?
A: On-path attack
B: Birthday attack
C: Buffer overflow
D: Logic bomb",">> CORRECT: A | On-path attack

On-Path, frueher oft Man-in-the-Middle genannt, positioniert den Angreifer im Kommunikationsweg.

 

 Merkhilfe: On-path = Man-in-the-Middle. Angreifer sitzt zwischen A und B → liest mit und kann manipulieren.","Malicious Activity Indicators","","","","","0","0","540","1","2500","0","0","1777740526670"
"1729107583328","d%gh!NmI-B_1","sy0-701-objective-2-4","2.4 Indicators of Malicious Activity","M2-093: Which on-path technique poisons IP-to-MAC mappings to intercept local network traffic?
A: ARP poisoning
B: DNSSEC validation
C: RF attenuation
D: Input verification",">> CORRECT: A | ARP poisoning

ARP Poisoning manipuliert Zuordnungen zwischen IP- und MAC-Adresse. Dadurch kann lokaler Verkehr über den Angreifer laufen.

 

 Merkhilfe: ARP Poisoning = ARP-Tabelle vergiften. Eigene MAC als Gateway-MAC eintragen → Traffic umleiten.","Malicious Activity Indicators Architecture Models","","","","","0","0","544","1","2500","0","0","1777740526670"
